case_id,sheet,level_1_feature,level_2_feature,classification_code,classification,test_result,probe_id,runner_command,returncode,duration_seconds,implementation_entrypoints,supported_boundaries_exclusions,evidence_summary
P22-FN-L2-117,Foundation Features,Builder,Build Evidence Generation,1,Function implemented and test passed,PASS,fn_evidence_ledger,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_evidence_ledger.py::test_write_run_entry,0,1.952,harness/lib/evidence_ledger.py; harness/lib/benchmark/reports.py: write_run_artifacts(); harness/lib/operator_runtime.py: write_result(),Evidence ledger and benchmark manifests are shipped; exact build pack composition varies by capsule/workflow.,Executable representative-core probe passed.
P22-FN-L2-118,Foundation Features,Builder,Report/Paper/Deliverable Construction,1,Function implemented and test passed,PASS,wf_paper_draft,.\.venv\Scripts\python.exe -m pytest -q tests/plugins/autosci/test_autosci_skill_shim.py::test_autosci_skill_shim_paper_draft_writes_latex_source,0,3.757,".agents/skills/paper-plan/SKILL.md, paper-draft/SKILL.md, paper-compile/SKILL.md, poster/SKILL.md, rebuttal/SKILL.md, survey/SKILL.md",AutoSci report/paper/poster/rebuttal skills are shipped; each target format has separate prerequisites.,Executable representative-core probe passed.
P22-FN-L2-119,Foundation Features,Builder,Runtime Deliverable Construction,1,Function implemented and test passed,PASS,fn_release_contract,"""C:\Program Files\Git\bin\bash.exe"" -lc ""chmod +x \""$(pwd)/tests/platform/phase22/bin/python3\""; PATH=\""$(pwd)/tests/platform/phase22/bin:$PATH\"" ./tests/test_release_checklist.sh""",0,1.813,install.sh/install.ps1; distribution/pipx/; harness/docker/Dockerfile; deploy/; harness/workflows/,"Installer, distribution/pipx, Dockerfile, launchd and workflow artifacts exist; no universal runtime-deliverable builder covers all targets.",Executable representative-core probe passed.
P22-VT-L2-120,Vertical Features,Visibility / Statistics,Workflow & Platform Status Visibility,1,Function implemented and test passed,PASS,vt_status_scoping,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_status_server_session_scoping.py::test_events_for_request_filters_global_events_for_requested_sprint,0,2.144,"harness/lib/symphony/status-server.py: _current_sprint, _main_screen, _physical_operator_summary, _capability_health_summary, _orchestration_projection_payload, StatusHandler; core/dashboard/server.ts: getHealthSummary and Bun.serve routes.",Current behavior is local/operator visibility over available runtime artifacts. It is not an independent source of truth and does not promise that every external provider or data source has a live probe.,Executable representative-core probe passed.
P22-VT-L2-121,Vertical Features,Visibility / Statistics,Execution Trace Search & Inspection,1,Function implemented and test passed,PASS,vt_status_scoping,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_status_server_session_scoping.py::test_events_for_request_filters_global_events_for_requested_sprint,0,2.144,"core/daemon/message-executor.ts: recordOrchestrationEvent and getOrchestrationEvents; harness/lib/runtime_bridge.py: record_legacy_event/adopt_sprint; harness/lib/symphony/status-server.py: _runtime_events_path, _events_for_request and _send_sse_events.","The daemon supports taskId/type/since and the status service supports sprint_id/limit. A single query surface combining project, run, actor, start and end time, plus full tool-call/artifact text search, was not found in current codebase.",Executable representative-core probe passed.
P22-VT-L2-122,Vertical Features,Visibility / Statistics,Runtime status visibility,1,Function implemented and test passed,PASS,vt_status_usage,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_status_server_usage_runtime.py::test_codex_runtime_does_not_project_claude_quota_rows,0,2.24,"harness/lib/symphony/status-server.py: _pane_snapshot, _main_screen and _physical_operator_summary; core/benchmark/reporter.ts: collectHardwareInfo; core/dashboard/server.ts: getHealthSummary/startHealthMonitor.","Live CPU percentage, GPU utilization/VRAM, process memory, disk I/O, and network telemetry were not found in current codebase. Existing CPU/memory data is mainly static benchmark hardware metadata.",Executable representative-core probe passed.
P22-VT-L2-123,Vertical Features,Visibility / Statistics,"Resource Usage, Cost & Capacity Management",1,Function implemented and test passed,PASS,vt_status_usage,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_status_server_usage_runtime.py::test_codex_runtime_does_not_project_claude_quota_rows,0,2.24,"harness/codex-budget.sh; harness/lib/operator_flow_control.py; harness/lib/symphony/status-server.py: _usage_payload, _operator_capacity_class and _role_pool_summary; core/daemon/server.ts token-stat routes.","Current coverage is strongest for tokens, calls, provider quota/block state, and operator capacity. Unified monetary, compute, storage, data, tool, and human-review cost allocation by every listed dimension was not found in current codebase.",Executable representative-core probe passed.
P22-VT-L2-124,Vertical Features,Installer & CLI & Webapp,Windows App,1,Function implemented and test passed,PASS,vt_windows_app,"C:\Users\j50058254\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\bin\node.exe --test ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\src\runtime-detect.test.js""",0,0.266,"desktop/src/main.js: runWindowsBootstrap, classifyRuntimeState, startBackendWindows, createWindow and loadDashboard; desktop/src/runtime-detect.js: wslDistro/wslHasDistro/wslState/wslExec; install.ps1 main flow.",Native non-WSL Windows runtime is out of scope. Windows support is experimental and full first-run proof on real hardware remains owner-manual.,Executable representative-core probe passed.
P22-VT-L2-125,Vertical Features,Installer & CLI & Webapp,MacOS App,2,Function implemented but test failed,FAIL,vt_macos_app,"C:\Users\j50058254\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\bin\node.exe --test ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\bootstrap-contract.test.js""",1,0.249,"desktop/src/main.js: runUnixBootstrap, installMacLaunchAgent, syncBundledHarnessLocal, classifyRuntimeState and createWindow; desktop/prepackage-check.js; desktop/verify-macos-package.sh.","Build wiring exists, but signed/notarized distribution and a fresh real-machine native DMG release proof are not established in current repository evidence.","rs are cleared before start
PASS macOS bundled sync installs LaunchAgent
PASS mac package carries LaunchAgent helper resources
PASS get-solar fallback defaults to the package release channel
PASS session UI has an error boundary fallback
PASS desktop persists renderer/runtime diagnostics to log file
PASS desktop selftest validates the loaded runtime dashboard
PASS desktop selftest fails when a requested screenshot cannot be written
PASS desktop selftest fails immediately on renderer crash or unresponsiveness
PASS dashboard listener cleanup tolerates renderer teardown
PASS desktop autotest runs the selftest truth suite
PASS Electron selftest can verify a built executable
PASS Linux desktop entry matches Electron's runtime window class
PASS desktop autotest runs this bootstrap/package contract
✖ C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\bootstrap-contract.test.js (112.4378ms)
ℹ tests 1
ℹ suites 0
ℹ pass 0
ℹ fail 1
ℹ cancelled 0
ℹ skipped 0
ℹ todo 0
ℹ duration_ms 128.4856

✖ failing tests:

test at tests\desktop\bootstrap-contract.test.js:1:1
✖ C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\bootstrap-contract.test.js (112.4378ms)
  'test failed'
"
P22-VT-L2-126,Vertical Features,Installer & CLI & Webapp,MacOS CLI,2,Function implemented but test failed,FAIL,vt_cli,.\.venv\Scripts\python.exe -m pytest -q tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime,1,2.457,lib/installer/main.sh: main; lib/installer/common.sh: detect_os/detect_python; lib/installer/components.sh: install_components; bin/solar: doctor/do_backup/do_restore/do_repair/do_update/uninstall.,"CLI installation is first-class on macOS, but live model behavior is not proven by deterministic install checks and macOS system Bash 3.2 is insufficient for live harness work.","(BASH), ""-lc"", command],
            cwd=REPO,
            text=True,
            encoding=""utf-8"",
            errors=""replace"",
            capture_output=True,
            timeout=60,
            check=False,
            env={**os.environ, ""PYTHONUTF8"": ""1"", ""PYTHONIOENCODING"": ""utf-8""},
        )
        assert completed.returncode in {0, 1}, completed.stderr
        payload = json.loads(completed.stdout)
        runtime = payload.get(""runtime"") or {}
        assert runtime.get(""selected"") == ""codex"", runtime
>       assert runtime.get(""cli"") == ""present"", runtime
E       AssertionError: {'auth': 'unauthenticated', 'cli': 'missing', 'cli_path': '', 'guidance': 'Run `codex login --device-auth` once, then start the cockpit with `solar harness start <project-dir>`.', ...}
E       assert 'missing' == 'present'
E
E         - present
E         + missing

tests\vertical\installer_cli_webapp\test_cli_provider_onboarding_behavior.py:78: AssertionError
=========================== short test summary info ===========================
FAILED tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime
1 failed in 1.41s
"
P22-VT-L2-127,Vertical Features,Installer & CLI & Webapp,Linux Cli,2,Function implemented but test failed,FAIL,vt_cli,.\.venv\Scripts\python.exe -m pytest -q tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime,1,2.457,lib/installer/main.sh and common.sh; lib/installer/system-deps.sh; bin/solar doctor/update/repair/backup/restore/uninstall; desktop/runtime/install-linux-service.sh.,"Repository code has explicit apt-get support and generic Linux paths, but not a declared exhaustive distro/package-manager matrix.","(BASH), ""-lc"", command],
            cwd=REPO,
            text=True,
            encoding=""utf-8"",
            errors=""replace"",
            capture_output=True,
            timeout=60,
            check=False,
            env={**os.environ, ""PYTHONUTF8"": ""1"", ""PYTHONIOENCODING"": ""utf-8""},
        )
        assert completed.returncode in {0, 1}, completed.stderr
        payload = json.loads(completed.stdout)
        runtime = payload.get(""runtime"") or {}
        assert runtime.get(""selected"") == ""codex"", runtime
>       assert runtime.get(""cli"") == ""present"", runtime
E       AssertionError: {'auth': 'unauthenticated', 'cli': 'missing', 'cli_path': '', 'guidance': 'Run `codex login --device-auth` once, then start the cockpit with `solar harness start <project-dir>`.', ...}
E       assert 'missing' == 'present'
E
E         - present
E         + missing

tests\vertical\installer_cli_webapp\test_cli_provider_onboarding_behavior.py:78: AssertionError
=========================== short test summary info ===========================
FAILED tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime
1 failed in 1.41s
"
P22-VT-L2-128,Vertical Features,Installer & CLI & Webapp,Web Application & Status Service,2,Function implemented but test failed,FAIL,vt_status_dashboard,.\.venv\Scripts\python.exe tests/harness/test_status_server_p0_dashboard.py,1,1.077,"harness/lib/symphony/status-server.py: StatusHandler, _p0_dashboard_html and main server startup; core/dashboard/server.ts: Bun.serve; desktop/src/main.js: probeHealth, startBackend and loadDashboard.","This is a local single-user operator application/status service, not a hosted multi-tenant web account platform. Several views depend on locally installed runtime files.","Traceback (most recent call last):
  File ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\test_status_server_p0_dashboard.py"", line 300, in <module>
    main()
    ~~~~^^
  File ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\test_status_server_p0_dashboard.py"", line 209, in main
    assert settings[""write_supported""] is False
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
P22-VT-L2-129,Vertical Features,UI,CLI,2,Function implemented but test failed,FAIL,vt_cli,.\.venv\Scripts\python.exe -m pytest -q tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime,1,2.457,bin/solar command dispatcher and doctor/do_backup/do_restore/do_ui/uninstall; harness/control-plane.sh; harness/lib/runtime_bridge.py; harness/plugins/autosci/bin/autosci_skill_shim.py.,"Structured JSON is implemented for selected commands such as doctor/status evidence, not uniformly for every CLI verb. Live model behavior remains provider-dependent.","(BASH), ""-lc"", command],
            cwd=REPO,
            text=True,
            encoding=""utf-8"",
            errors=""replace"",
            capture_output=True,
            timeout=60,
            check=False,
            env={**os.environ, ""PYTHONUTF8"": ""1"", ""PYTHONIOENCODING"": ""utf-8""},
        )
        assert completed.returncode in {0, 1}, completed.stderr
        payload = json.loads(completed.stdout)
        runtime = payload.get(""runtime"") or {}
        assert runtime.get(""selected"") == ""codex"", runtime
>       assert runtime.get(""cli"") == ""present"", runtime
E       AssertionError: {'auth': 'unauthenticated', 'cli': 'missing', 'cli_path': '', 'guidance': 'Run `codex login --device-auth` once, then start the cockpit with `solar harness start <project-dir>`.', ...}
E       assert 'missing' == 'present'
E
E         - present
E         + missing

tests\vertical\installer_cli_webapp\test_cli_provider_onboarding_behavior.py:78: AssertionError
=========================== short test summary info ===========================
FAILED tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime
1 failed in 1.41s
"
P22-VT-L2-130,Vertical Features,UI,GUI,2,Function implemented but test failed,FAIL,vt_gui,"C:\Users\j50058254\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\bin\node.exe --test ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\frontend-scenarios.test.js""",1,0.252,"desktop/src/main.js: createWindow, classifyRuntimeState, runAction and loadDashboard; harness/lib/symphony/status-server.py: _p0_dashboard_html and StatusHandler; desktop/src/preload.js.",Current GUI is a local Electron/web dashboard. Comprehensive accessibility behavior and every approval/control workflow are not proven across all views.,"veImpl (node:internal/modules/cjs/loader:1066:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1071:22)
    at Module._load (node:internal/modules/cjs/loader:1242:25)
    at wrapModuleLoad (node:internal/modules/cjs/loader:255:19)
    at Module.require (node:internal/modules/cjs/loader:1556:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\frontend-scenarios.test.js:16:22)
    at Module._compile (node:internal/modules/cjs/loader:1812:14)
    at Object..js (node:internal/modules/cjs/loader:1943:10) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\j50058254\\Desktop\\Github repo\\OpenSolar-Canonical\\desktop\\frontend-scenarios.test.js'
  ]
}

Node.js v24.14.0
✖ C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\frontend-scenarios.test.js (109.3327ms)
ℹ tests 1
ℹ suites 0
ℹ pass 0
ℹ fail 1
ℹ cancelled 0
ℹ skipped 0
ℹ todo 0
ℹ duration_ms 132.9857

✖ failing tests:

test at tests\desktop\frontend-scenarios.test.js:1:1
✖ C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\desktop\frontend-scenarios.test.js (109.3327ms)
  'test failed'
"
P22-VT-L2-131,Vertical Features,UI,TUI,2,Function implemented but test failed,FAIL,vt_tui,.\.venv\Scripts\python.exe -m pytest -q tests/harness/integration/test_tui_pane_e2e.py,2,1.896,"harness/lib/cli/solar_ui_lite.py: main, collect_state, collect_runtime and render; core/ui/dashboard.ts: SolarDashboard; core/ui/v2/runtime.ts: UIRuntime.",Monitoring is shipped through the read-only UI-lite surface. Authorized workflow-control actions from the TUI description are not found in the current installed TUI path.,"
=================================== ERRORS ====================================
_______ ERROR collecting tests/harness/integration/test_tui_pane_e2e.py _______
ImportError while importing test module 'C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\integration\test_tui_pane_e2e.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
tmp\test-deps\python\cpython-3.14.2-windows-x86_64-none\Lib\importlib\__init__.py:88: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\harness\integration\test_tui_pane_e2e.py:13: in <module>
    from pane_hygiene_registry import PaneHygieneRegistry, PaneState
harness\lib\pane_hygiene_registry.py:5: in <module>
    import fcntl
E   ModuleNotFoundError: No module named 'fcntl'
=========================== short test summary info ===========================
ERROR tests/harness/integration/test_tui_pane_e2e.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.81s
"
P22-VT-L2-132,Vertical Features,Account management,Account Registration,3,Function not implemented and test blocked,BLOCKED,,,,0.0,Not found in current codebase.,"Provider CLI authentication, local display-name settings, agent registration, capability registration, and OS autostart registration are not product-account registration.",No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-VT-L2-133,Vertical Features,Account management,Authentication & Session Security,2,Function implemented but test failed,FAIL,vt_auth,.\.venv\Scripts\python.exe -m pytest -q tests/harness/supervision/test_run_preflight.py::test_auth_absent_fails_closed,4,1.72,"harness/lib/symphony/status-server.py: _authorized, _auth_status_payload, _auth_login_start, _auth_reuse_host_creds and StatusHandler; harness/lib/operator_flow_control.py auth-failure classification.","Solar account sign-in/sign-out, password recovery, session inventory/revocation, and suspicious product-account access history were not found. Provider credentials are owned by external CLIs.","ERROR: found no collectors for C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\supervision\test_run_preflight.py::test_auth_absent_fails_closed

"
P22-VT-L2-134,Vertical Features,Account management,User Profile Management,2,Function implemented but test failed,FAIL,vt_status_dashboard,.\.venv\Scripts\python.exe tests/harness/test_status_server_p0_dashboard.py,1,1.077,"harness/lib/symphony/status-server.py: _settings_payload, _read_user_config, _write_user_config, _write_user_config_models, _write_user_config_runtime and _settings_write_payload.","Identity is an unverified local display name. Expertise, product-account roles, notification-choice model, and accessibility preferences were not found as complete supported profile fields.","Traceback (most recent call last):
  File ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\test_status_server_p0_dashboard.py"", line 300, in <module>
    main()
    ~~~~^^
  File ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\test_status_server_p0_dashboard.py"", line 209, in main
    assert settings[""write_supported""] is False
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
P22-VT-L2-135,Vertical Features,Account management,Privacy & Personal Data Controls,1,Function implemented and test passed,PASS,vt_privacy,"""C:\Program Files\Git\bin\bash.exe"" -lc ""chmod +x \""$(pwd)/tests/platform/phase22/bin/python3\""; PATH=\""$(pwd)/tests/platform/phase22/bin:$PATH\"" ./tests/test_repo_hygiene.sh""",0,12.952,bin/solar do_backup/do_restore/uninstall; core/config/privacy.ts getters; harness/lib/apple_notes_ingest.py redact; scripts/check-privacy.sh.,"No UI/API for data-subject inspection/export scope, retention schedules, selective deletion, consent records, or revocation of message-derived consent was found.",Executable representative-core probe passed.
P22-VT-L2-136,Vertical Features,Message Channels,Wechat,2,Function implemented but test failed,FAIL,vt_wechat,"""C:\Program Files\Git\bin\bash.exe"" -lc ""chmod +x \""$(pwd)/tests/platform/phase22/bin/python3\""; PATH=\""$(pwd)/tests/platform/phase22/bin:$PATH\"" ./tests/harness/test_apple_notes_ingest.sh""",1,1.529,harness/lib/apple_notes_ingest.py: cmd_scan/main and WeChat parsing/fetch helpers; harness/tools/apple_notes_ingest.py mirrored tool surface; write_wiki_ingest_dispatch.,"Implemented intake is the Apple Notes/macOS bridge, not a general WeChat account, Mini Program, clipboard, bot, login, or arbitrary channel connector. Authorization is implicit in user-provided note content, not a formal consent record.","Traceback (most recent call last):
  File ""<string>"", line 3, in <module>
    cfg = json.load(open('/tmp/tmp.NMnY4ZGeWI/harness/config/apple-notes-ingest.json'))
                    ~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
FileNotFoundError: [Errno 2] No such file or directory: '/tmp/tmp.NMnY4ZGeWI/harness/config/apple-notes-ingest.json'
"
P22-VT-L2-137,Vertical Features,Message Channels,Discord,3,Function not implemented and test blocked,BLOCKED,,,,0.0,Not found in current codebase.,"A presentation string mentioning Discord in harness/scripts/tech_hotspot_radar.py is not a connector. Existing Gmail, Telegram, iMessage, ntfy and Pushover code does not implement Discord.",No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-VT-L2-138,Vertical Features,Message Channels,TMUX,1,Function implemented and test passed,PASS,vt_tmux,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_tmux_notification_bridge.py::test_notify_tmux_state_emits_tmux_commands,0,1.979,harness/coordinator.sh dispatch and pane helpers; harness/coordinator-watchdog.sh recovery; harness/lib/symphony/status-server.py _run_tmux/_pane_snapshot/_main_screen; harness/lib/cli/solar_ui_lite.py collect_runtime.,"tmux is a POSIX/WSL terminal surface, not native Windows. Private model reasoning is not observable; only pane text, events, assignments and artifacts are evidence.",Executable representative-core probe passed.
P22-VT-L2-139,Vertical Features,System Configurations,LLM Config,2,Function implemented but test failed,FAIL,vt_status_dashboard,.\.venv\Scripts\python.exe tests/harness/test_status_server_p0_dashboard.py,1,1.077,"harness/lib/symphony/status-server.py: _model_id_to_alias, _alias_to_model_id, _write_user_config_models, _write_user_config_runtime, _write_provider_keys and _settings_write_payload; harness/model_registry.py.",Configured provider presence is not proof of live model availability. Some registries contain compatibility/deprecated entries and must not be treated as active without state checks.,"Traceback (most recent call last):
  File ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\test_status_server_p0_dashboard.py"", line 300, in <module>
    main()
    ~~~~^^
  File ""C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\test_status_server_p0_dashboard.py"", line 209, in main
    assert settings[""write_supported""] is False
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
P22-VT-L2-140,Vertical Features,System Configurations,User Settings,1,Function implemented and test passed,PASS,vt_user_settings,.\.venv\Scripts\python.exe -m pytest -q tests/harness/config/test_spine_registry.py::test_user_config_defaults_are_neutral,0,1.859,"harness/lib/symphony/status-server.py: _settings_payload, _read_user_config, _write_user_config, _write_user_config_codex and _settings_write_payload; installer config merge/render scripts.",There is no cloud synchronization or formal all-fields JSON Schema. Some desired preferences in the L2 wording are only represented as concrete existing keys.,Executable representative-core probe passed.
P22-VT-L2-141,Vertical Features,System Configurations,Cost/Budget Settings,1,Function implemented and test passed,PASS,vt_cost_budget,.\.venv\Scripts\python.exe -m pytest -q tests/harness/integrations/gepa_optimizer/test_budgets.py::TestBudget::test_valid_budget,0,1.965,"harness/codex-budget.sh cmd_check/cmd_consume/cmd_reset/cmd_status; harness/lib/operator_flow_control.py ensure_operator_available, persist_operator_block, prune_expired_operator_config_blocks and apply_failure_flow_control.","Token/call and operator quota controls are implemented. General monetary, compute and storage budgets by arbitrary provider/model/project/task, soft warning policy, and cost-based rerouting are incomplete or not found.",Executable representative-core probe passed.
P22-VT-L2-142,Vertical Features,System Configurations,Cluster setting,1,Function implemented and test passed,PASS,vt_cluster,C:\Users\j50058254\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\bin\node.exe --experimental-transform-types --loader ./tests/platform/phase22/node_typescript_loader.mjs --test ./tests/vertical/system_configurations/test_hive_cluster_behavior.mjs,0,0.532,core/hive/node.ts; core/hive/discovery/mdns.ts; core/hive/transport/p2p.ts; core/hive/scheduler.ts; core/hive/cli/node.ts; harness/lib/remote_dispatch.py; harness/lib/operator_flow_control.py; harness/lib/symphony/status-server.py: _physical_operator_summary.,"actor-hosts.json contains documentation/stub hosts and must not be treated as live topology without probes. HIVE is documented as Phase 2 discovery/communication, not a fully proven production cluster manager.",Executable representative-core probe passed.
